State,Description,Year,Value
Arkansas,Per capita personal consumption expenditures (PCE) 8,2022,42245
Arkansas,Price indexes,2016,NA
Arkansas,Price indexes,2017,NA
Arkansas,Price indexes,2018,NA
Arkansas,Price indexes,2019,NA
Arkansas,Price indexes,2020,NA
Arkansas,Price indexes,2021,NA
Arkansas,Price indexes,2022,NA
Arkansas,Regional price parities (RPPs) 9,2016,89.275
Arkansas,Regional price parities (RPPs) 9,2017,88.607
Arkansas,Regional price parities (RPPs) 9,2018,87.156
Arkansas,Regional price parities (RPPs) 9,2019,87.73
Arkansas,Regional price parities (RPPs) 9,2020,88.228
Arkansas,Regional price parities (RPPs) 9,2021,88.927
Arkansas,Regional price parities (RPPs) 9,2022,86.597
Arkansas,Implicit regional price deflator 10,2016,87.743
Arkansas,Implicit regional price deflator 10,2017,88.607
Arkansas,Implicit regional price deflator 10,2018,88.941
Arkansas,Implicit regional price deflator 10,2019,90.812
Arkansas,Implicit regional price deflator 10,2020,92.317
Arkansas,Implicit regional price deflator 10,2021,96.932
Arkansas,Implicit regional price deflator 10,2022,100.489
Arkansas,Employment,2016,NA
Arkansas,Employment,2017,NA
Arkansas,Employment,2018,NA
Arkansas,Employment,2019,NA
Arkansas,Employment,2020,NA
Arkansas,Employment,2021,NA
Arkansas,Employment,2022,NA
Arkansas,Total employment (number of jobs),2016,1629734
Arkansas,Total employment (number of jobs),2017,1639903
Arkansas,Total employment (number of jobs),2018,1658212
Arkansas,Total employment (number of jobs),2019,1663920
Arkansas,Total employment (number of jobs),2020,1639829
Arkansas,Total employment (number of jobs),2021,1686444
Arkansas,Total employment (number of jobs),2022,1755536
California,Real dollar statistics,2016,NA
California,Real dollar statistics,2017,NA
California,Real dollar statistics,2018,NA
California,Real dollar statistics,2019,NA
California,Real dollar statistics,2020,NA
California,Real dollar statistics,2021,NA
California,Real dollar statistics,2022,NA
California,Real GDP (millions of chained 2017 dollars) 1,2016,NA
California,Real GDP (millions of chained 2017 dollars) 1,2017,2740550.3
California,Real GDP (millions of chained 2017 dollars) 1,2018,2850970.3
California,Real GDP (millions of chained 2017 dollars) 1,2019,2962792.1
California,Real GDP (millions of chained 2017 dollars) 1,2020,2925146.9
California,Real GDP (millions of chained 2017 dollars) 1,2021,3146185.3
California,Real GDP (millions of chained 2017 dollars) 1,2022,3167460.8
California,Real personal income (millions of constant (2017) dollars) 2,2016,2033539.5
California,Real personal income (millions of constant (2017) dollars) 2,2017,2073859
California,Real personal income (millions of constant (2017) dollars) 2,2018,2114414.8
California,Real personal income (millions of constant (2017) dollars) 2,2019,2211331.7
California,Real personal income (millions of constant (2017) dollars) 2,2020,2370532.3
California,Real personal income (millions of constant (2017) dollars) 2,2021,2476630
California,Real personal income (millions of constant (2017) dollars) 2,2022,2306733.7
California,Real PCE (millions of constant (2017) dollars) 3,2016,1542765.3
California,Real PCE (millions of constant (2017) dollars) 3,2017,1579558.4
California,Real PCE (millions of constant (2017) dollars) 3,2018,1624412
California,Real PCE (millions of constant (2017) dollars) 3,2019,1685455.7
California,Real PCE (millions of constant (2017) dollars) 3,2020,1610289.5
California,Real PCE (millions of constant (2017) dollars) 3,2021,1760081.3
California,Real PCE (millions of constant (2017) dollars) 3,2022,1802396.4
California,Current dollar statistics (millions of dollars),2016,NA
California,Current dollar statistics (millions of dollars),2017,NA
California,Current dollar statistics (millions of dollars),2018,NA
California,Current dollar statistics (millions of dollars),2019,NA
California,Current dollar statistics (millions of dollars),2020,NA
California,Current dollar statistics (millions of dollars),2021,NA
California,Current dollar statistics (millions of dollars),2022,NA
California,Gross domestic product (GDP),2016,NA
California,Gross domestic product (GDP),2017,2740550.3
California,Gross domestic product (GDP),2018,2899530.9
California,Gross domestic product (GDP),2019,3062158.9
California,Gross domestic product (GDP),2020,3068809.4
California,Gross domestic product (GDP),2021,3416939.4
California,Gross domestic product (GDP),2022,3641643.4
California,Personal income,2016,2191138
California,Personal income,2017,2295048.7
California,Personal income,2018,2411055.1
California,Personal income,2019,2537950.6
California,Personal income,2020,2767521.4
California,Personal income,2021,3013676.9
California,Personal income,2022,3006647.3
California,Disposable personal income,2016,1871763.1
California,Disposable personal income,2017,1961488.7
California,Disposable personal income,2018,2057748.6
California,Disposable personal income,2019,2169277.3
California,Disposable personal income,2020,2368785.6
California,Disposable personal income,2021,2520230
California,Disposable personal income,2022,2464043.4
California,Personal consumption expenditures,2016,1665899
California,Personal consumption expenditures,2017,1752123.2
California,Personal consumption expenditures,2018,1856117.3
California,Personal consumption expenditures,2019,1938018.7
California,Personal consumption expenditures,2020,1885028.5
California,Personal consumption expenditures,2021,2146539.4
California,Personal consumption expenditures,2022,2352361.6
California,Real per capita dollar statistics (constant 2017 dollars),2016,NA
California,Real per capita dollar statistics (constant 2017 dollars),2017,NA
California,Real per capita dollar statistics (constant 2017 dollars),2018,NA
California,Real per capita dollar statistics (constant 2017 dollars),2019,NA
California,Real per capita dollar statistics (constant 2017 dollars),2020,NA
California,Real per capita dollar statistics (constant 2017 dollars),2021,NA
California,Real per capita dollar statistics (constant 2017 dollars),2022,NA
California,Real per capita personal income 4,2016,51845
California,Real per capita personal income 4,2017,52604
California,Real per capita personal income 4,2018,53481
California,Real per capita personal income 4,2019,55915
California,Real per capita personal income 4,2020,60011
California,Real per capita personal income 4,2021,63271
California,Real per capita personal income 4,2022,59103
California,Real per capita PCE 5,2016,39333
California,Real per capita PCE 5,2017,40066
California,Real per capita PCE 5,2018,41087
California,Real per capita PCE 5,2019,42618
California,Real per capita PCE 5,2020,40765
California,Real per capita PCE 5,2021,44965
California,Real per capita PCE 5,2022,46181
California,Per capita current dollar statistics,2016,NA
California,Per capita current dollar statistics,2017,NA
California,Per capita current dollar statistics,2018,NA
California,Per capita current dollar statistics,2019,NA
California,Per capita current dollar statistics,2020,NA
California,Per capita current dollar statistics,2021,NA
California,Per capita current dollar statistics,2022,NA
California,Per capita personal income 6,2016,55863
California,Per capita personal income 6,2017,58214
California,Per capita personal income 6,2018,60984
California,Per capita personal income 6,2019,64174
California,Per capita personal income 6,2020,70061
California,Per capita personal income 6,2021,76991
California,Per capita personal income 6,2022,77036
California,Per capita disposable personal income 7,2016,47721
California,Per capita disposable personal income 7,2017,49754
California,Per capita disposable personal income 7,2018,52048
California,Per capita disposable personal income 7,2019,54852
California,Per capita disposable personal income 7,2020,59967
California,Per capita disposable personal income 7,2021,64385
California,Per capita disposable personal income 7,2022,63133
California,Per capita personal consumption expenditures (PCE) 8,2016,42472
California,Per capita personal consumption expenditures (PCE) 8,2017,44443
California,Per capita personal consumption expenditures (PCE) 8,2018,46948
California,Per capita personal consumption expenditures (PCE) 8,2019,49004
California,Per capita personal consumption expenditures (PCE) 8,2020,47720
California,Per capita personal consumption expenditures (PCE) 8,2021,54838
California,Per capita personal consumption expenditures (PCE) 8,2022,60272
California,Price indexes,2016,NA
California,Price indexes,2017,NA
California,Price indexes,2018,NA
California,Price indexes,2019,NA
California,Price indexes,2020,NA
California,Price indexes,2021,NA
California,Price indexes,2022,NA
California,Regional price parities (RPPs) 9,2016,109.866
California,Regional price parities (RPPs) 9,2017,110.925
California,Regional price parities (RPPs) 9,2018,111.972
California,Regional price parities (RPPs) 9,2019,111.082
California,Regional price parities (RPPs) 9,2020,111.876
California,Regional price parities (RPPs) 9,2021,111.886
California,Regional price parities (RPPs) 9,2022,112.47
California,Implicit regional price deflator 10,2016,107.981
California,Implicit regional price deflator 10,2017,110.925
California,Implicit regional price deflator 10,2018,114.264
California,Implicit regional price deflator 10,2019,114.985
California,Implicit regional price deflator 10,2020,117.061
California,Implicit regional price deflator 10,2021,121.957
California,Implicit regional price deflator 10,2022,130.513
California,Employment,2016,NA
California,Employment,2017,NA
California,Employment,2018,NA
California,Employment,2019,NA
California,Employment,2020,NA
California,Employment,2021,NA
California,Employment,2022,NA
California,Total employment (number of jobs),2016,23177961
California,Total employment (number of jobs),2017,23548874
California,Total employment (number of jobs),2018,24077466
California,Total employment (number of jobs),2019,24225068
California,Total employment (number of jobs),2020,23154091
California,Total employment (number of jobs),2021,23934549
California,Total employment (number of jobs),2022,25300974
Colorado,Real dollar statistics,2016,NA
Colorado,Real dollar statistics,2017,NA
Colorado,Real dollar statistics,2018,NA
Colorado,Real dollar statistics,2019,NA
Colorado,Real dollar statistics,2020,NA
Colorado,Real dollar statistics,2021,NA
Colorado,Real dollar statistics,2022,NA
Colorado,Real GDP (millions of chained 2017 dollars) 1,2016,NA
Colorado,Real GDP (millions of chained 2017 dollars) 1,2017,350209.1
Colorado,Real GDP (millions of chained 2017 dollars) 1,2018,365204.5
Colorado,Real GDP (millions of chained 2017 dollars) 1,2019,383596
Colorado,Real GDP (millions of chained 2017 dollars) 1,2020,380921.9
Colorado,Real GDP (millions of chained 2017 dollars) 1,2021,406961.5
Colorado,Real GDP (millions of chained 2017 dollars) 1,2022,416114.4
Colorado,Real personal income (millions of constant (2017) dollars) 2,2016,281611.3
Colorado,Real personal income (millions of constant (2017) dollars) 2,2017,295345.2
Colorado,Real personal income (millions of constant (2017) dollars) 2,2018,321261.3
Colorado,Real personal income (millions of constant (2017) dollars) 2,2019,331824.7
Colorado,Real personal income (millions of constant (2017) dollars) 2,2020,346297.8
Colorado,Real personal income (millions of constant (2017) dollars) 2,2021,373562.1
Colorado,Real personal income (millions of constant (2017) dollars) 2,2022,373023.8
Colorado,Real PCE (millions of constant (2017) dollars) 3,2016,231600.3
Colorado,Real PCE (millions of constant (2017) dollars) 3,2017,240861.8
Colorado,Real PCE (millions of constant (2017) dollars) 3,2018,255814.8
Colorado,Real PCE (millions of constant (2017) dollars) 3,2019,259882.2
Colorado,Real PCE (millions of constant (2017) dollars) 3,2020,252188.9
Colorado,Real PCE (millions of constant (2017) dollars) 3,2021,280496.6
Colorado,Real PCE (millions of constant (2017) dollars) 3,2022,292091.7
Colorado,Current dollar statistics (millions of dollars),2016,NA
Colorado,Current dollar statistics (millions of dollars),2017,NA
Colorado,Current dollar statistics (millions of dollars),2018,NA
Colorado,Current dollar statistics (millions of dollars),2019,NA
Colorado,Current dollar statistics (millions of dollars),2020,NA
Colorado,Current dollar statistics (millions of dollars),2021,NA
Colorado,Current dollar statistics (millions of dollars),2022,NA
Colorado,Gross domestic product (GDP),2016,NA
Colorado,Gross domestic product (GDP),2017,350209.1
Colorado,Gross domestic product (GDP),2018,373923.1
Colorado,Gross domestic product (GDP),2019,397701.6
Colorado,Gross domestic product (GDP),2020,397612.2
Colorado,Gross domestic product (GDP),2021,447051.7
Colorado,Gross domestic product (GDP),2022,491289
Colorado,Personal income,2016,283678.7
Colorado,Personal income,2017,303366.7
Colorado,Personal income,2018,328112.7
Colorado,Personal income,2019,351373.2
Colorado,Personal income,2020,375157.8
Colorado,Personal income,2021,417967.7
Colorado,Personal income,2022,442213
Colorado,Disposable personal income,2016,246133.3
Colorado,Disposable personal income,2017,264253.1
Colorado,Disposable personal income,2018,288001.5
Colorado,Disposable personal income,2019,307696.4
Colorado,Disposable personal income,2020,330301.7
Colorado,Disposable personal income,2021,363127.6
Colorado,Disposable personal income,2022,378514.4
Colorado,Personal consumption expenditures,2016,233801.6
Colorado,Personal consumption expenditures,2017,247983.2
Colorado,Personal consumption expenditures,2018,261807.9
Colorado,Personal consumption expenditures,2019,275707
Colorado,Personal consumption expenditures,2020,273942.3
Colorado,Personal consumption expenditures,2021,314541.5
Colorado,Personal consumption expenditures,2022,346723.2
Colorado,Real per capita dollar statistics (constant 2017 dollars),2016,NA
Colorado,Real per capita dollar statistics (constant 2017 dollars),2017,NA
Colorado,Real per capita dollar statistics (constant 2017 dollars),2018,NA
Colorado,Real per capita dollar statistics (constant 2017 dollars),2019,NA
Colorado,Real per capita dollar statistics (constant 2017 dollars),2020,NA
Colorado,Real per capita dollar statistics (constant 2017 dollars),2021,NA
Colorado,Real per capita dollar statistics (constant 2017 dollars),2022,NA
Colorado,Real per capita personal income 4,2016,50932
Colorado,Real per capita personal income 4,2017,52739
Colorado,Real per capita personal income 4,2018,56587
Colorado,Real per capita personal income 4,2019,57850
Colorado,Real per capita personal income 4,2020,59863
Colorado,Real per capita personal income 4,2021,64282
Colorado,Real per capita personal income 4,2022,63875
Colorado,Real per capita PCE 5,2016,41887
Colorado,Real per capita PCE 5,2017,43010
Colorado,Real per capita PCE 5,2018,45060
Colorado,Real per capita PCE 5,2019,45308
